movie_id,actor_id
874,874
874,874
875,875
875,875
875,875
875,439
876,876
876,876
876,876
876,876
877,877
877,877
877,877
877,713
878,219
878,22
878,1
878,962
879,879
879,879
879,879
879,879
880,9
880,10
880,148
880,232
881,881
881,881
881,881
881,881
882,882
882,882
882,324
882,882
883,883
883,63
883,204
883,883
884,884
884,884
884,884
884,576
885,885
885,885
885,885
885,885
886,886
886,886
886,886
886,886
887,887
887,887
887,887
887,887
888,340
888,624
888,888
888,340
889,889
889,889
889,889
889,889
890,890
890,35
890,742
890,98
891,12
891,891
891,891
891,760
892,379
892,892
892,892
892,892
893,400
893,893
893,593
893,893
894,894
894,890
894,939
894,889
895,883
895,280
895,895
895,895
896,896
896,896
896,896
896,896
897,494
897,897
897,742
897,897
898,898
898,898
898,898
898,898
899,899
899,899
899,899
899,899
900,900
900,900
900,373
900,900
901,338
901,901
901,901
901,901
902,383
902,902
902,902
902,902
903,903
903,903
903,57
903,763
904,904
904,753
904,904
904,904
905,233
905,742
905,218
905,905
906,906
906,906
906,906
906,906
907,907
907,601
907,907
907,907
908,908
908,908
908,902
908,348
909,909
909,790
909,333
909,909
910,910
910,910
910,910
910,910
911,10
911,12
911,148
911,934
912,912
912,912
912,912
912,647
913,749
913,348
913,133
913,913
914,914
914,886
914,914
914,914
915,358
915,951
915,594
915,915
916,916
916,746
916,916
916,916
917,917
917,917
917,917
917,917
918,361
918,918
918,133
918,918
919,516
919,132
919,811
919,919
920,920
920,920
920,920
920,610
921,921
921,921
921,220
921,921
922,623
922,514
922,29
922,430
923,28
923,160
923,581
923,923
924,924
924,924
924,924
924,366
925,508
925,925
925,925
925,925
926,41
926,926
926,926
926,960
927,788
927,927
927,927
927,927
928,227
928,227
928,948
928,227
929,929
929,929
929,929
929,588
930,930
930,930
930,146
930,339
931,931
931,931
931,931
931,931
932,790
932,238
932,625
932,932
933,407
933,933
933,683
933,933
934,934
934,771
934,581
934,232
935,935
935,908
935,935
935,935
936,936
936,924
936,936
936,936
937,96
937,937
937,29
937,973
938,938
938,938
938,938
938,938
939,506
939,939
939,516
939,939
940,20
940,940
940,940
940,940
941,377
941,95
941,431
941,783
942,41
942,942
942,934
942,918
943,943
943,943
943,943
943,943
944,944
944,944
944,949
944,944
945,763
945,945
945,945
945,654
946,677
946,503
946,946
946,946
947,947
947,639
947,947
947,947
948,227
948,948
948,948
948,948
949,381
949,949
949,949
949,949
950,377
950,805
950,512
950,950
951,951
951,160
951,951
951,951
952,384
952,495
952,771
952,186
953,623
953,953
953,656
953,219
954,3
954,954
954,954
954,954
955,512
955,793
955,955
955,955
956,643
956,506
956,145
956,956
957,957
957,957
957,652
957,957
958,377
958,939
958,958
958,958
959,959
959,68
959,959
959,959
960,960
960,960
960,98
960,960
961,16
961,961
961,10
961,961
962,962
962,492
962,962
962,962
963,963
963,95
963,963
963,95
964,172
964,964
964,585
964,403
965,377
965,965
965,965
965,965
966,13
966,500
966,966
966,966
967,12
967,967
967,961
967,12
968,968
968,238
968,968
968,968
969,656
969,969
969,969
969,969
970,970
970,970
970,22
970,970
971,971
971,490
971,971
971,971
972,972
972,972
972,519
972,972
973,973
973,973
973,973
973,973
974,974
974,971
974,974
974,974
975,4
975,415
975,975
975,280
976,976
976,976
976,17
976,810
977,400
977,977
977,977
977,977
978,978
978,978
978,978
978,978
979,979
979,979
979,979
979,531
980,103
980,683
980,980
980,980
981,253
981,981
981,133
981,981
982,716
982,5
982,982
982,982
983,103
983,983
983,983
983,983
984,984
984,984
984,984
984,984
985,985
985,985
985,985
985,985
986,13
986,986
986,986
986,986
987,987
987,277
987,987
987,987
988,988
988,988
988,988
988,988
989,989
989,989
989,989
989,532
990,990
990,990
990,442
990,990
991,991
991,991
991,991
991,991
992,13
992,992
992,102
992,992
993,993
993,993
993,993
993,993
994,994
994,994
994,994
994,546
995,995
995,995
995,995
995,995
996,701
996,996
996,873
996,996
997,429
997,997
997,555
997,997
998,441
998,998
998,708
998,33
999,999
999,999
999,999
999,999
1000,1000
1000,1000
1000,1000
1000,1000
